"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"3596","智易","115/03/16 至 115/03/20","09:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加由美銀證券所舉辦之「2026 Asia Tech Conference」，說明本公司營運及財務概況。","359620260225M001.pdf","359620260225E001.pdf","https://www.arcadyan.com/zh-hant/","","無","查詢"
"3661","世芯-KY","115/03/18","15:00","Grand Hyatt Taipei","本公司受邀參加 BofA Securities 2026 Asia Tech Conference","366120251106M001.pdf","366120251106E001.pdf","https://www.alchip.com/tw/Investors/financials/seminar","","無","查詢"
"3661","世芯-KY","115/03/10","10:00","UBS台北辦公室","本公司受邀參加 UBS 1Q26 APAC Tech Tour，說明財務與業務資訊","366120260306M001.pdf","366120260306E001.pdf","https://www.alchip.com/tw/Investors/financials/seminar","","無","查詢"
"3661","世芯-KY","115/03/06","14:30","線上法說會","說明2025年營運成果暨未來展望","366120260306M001.pdf","366120260306E001.pdf","https://www.alchip.com/tw/Investors/financials/seminar",法說會影音連結資訊:https://www.alchip.com/tw/Investors/financials/seminar (請輸入網址名稱(註)):未輸 ,"簡報內容及影音連結將於當日會後公告於公開資訊觀測站","查詢"
"3665","貿聯-KY","115/03/13","09:30","台北艾麗酒店","本公司受邀參加中信證券所舉辦之2026年第1季投資論壇，說明營運概況。","366520260306M001.pdf","366520260306E001.pdf","http://www.bizlinktech.com","","無","查詢"
"3665","貿聯-KY","115/03/06","14:30","線上會議","(1)本公司受邀參加摩根士丹利舉辦的2025年第四季財報英語之線上法人說明會。
(2)參加方式：請參見https://morganstanley.webcasts.com/starthere.jsp?ei=1748136&amp;tp_key=e12d4e67a4","366520260306M001.pdf","366520260306E001.pdf","http://www.bizlinktech.com",同步收看網址：:https://morganstanley.webcasts.com/starthere.jsp?ei=1748136&tp_key=e12d4e67a4 法說會影音連結資訊:https://drive.google.com/file/d/1Vl0SMGWuVGId9789aFa5EeNkbQNjMsDA/view ,"無","查詢"
"3673","TPK-KY","115/03/10","14:30","線上法說會","TPK舉辦2025年第四季營運結果線上法人說明會","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.tpk.com/ir/",法說會影音連結資訊:未輸 ,"相關資料內容請至本公司網頁查詢 https://www.tpk.com/ir/","查詢"
"3673","TPK-KY","115/03/17","14:30","線上法說會","TPK舉辦2025年第四季營運結果線上法人說明會(改期)","367320260317M001.pdf","367320260317E001.pdf","https://www.tpk.com/ir/",法說會影音連結資訊:https://www.tpk.com/tw/irwebsite_c ,"線上法人說明會改期","查詢"
"3679","新至陞","115/03/25","14:30","線上法說會","本公司受邀參加永豐金證券舉辦之法人說明會","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.nishoku.com.tw/zh-TW/Investor/Catalog?guid=18110215404026",法說會影音連結資訊:未輸 ,"無","查詢"
"3702","大聯大","115/03/13","14:30","線上法人說明會","本公司受邀參加凱基證券於115年3月13日舉辦之線上法人說明會，說明114年第四季營業報告及115年第一季營運展望。","370220260313M001.pdf","370220260313E001.pdf","https://www.wpgholdings.com/",法說會影音連結資訊:https://youtu.be/07all8TjfiQ ,"無","查詢"
"3703","欣陸","115/03/11","14:30","線上法人說明會請造訪以下網址：http://www.zucast.com/webcast/M2YS1V7s","本公司將於3月11日召開線上法人說明會，會中報告2025年第四季經營成果。","370320260311M001.pdf","370320260311E001.pdf","https://www.continental-holdings.com/zh/investor-relations/shareholder/events-presentations/",中文影音檔網址:3703_38_20260311_ch.mp4 ,"無","查詢"
"3711","日月光投控","115/03/12 至 115/03/13","10:00","台北君悅酒店","無。","371120260205M001.pdf","371120260205E001.pdf","https://ir.aseglobal.com/c/ir_events_details.php?id=21459","","簡報檔內容與115年2月5日召開之法人說明會相同。","查詢"
"3711","日月光投控","115/03/17 至 115/03/18","10:00","台北君悅酒店","無。","371120260205M001.pdf","371120260205E001.pdf","https://ir.aseglobal.com/c/ir_events_details.php?id=21460","","簡報檔內容與115年2月5日召開之法人說明會相同。","查詢"
"3711","日月光投控","115/03/03 至 115/03/04","09:15","東京The Prince Park Tower","無。","371120260205M001.pdf","371120260205E001.pdf","https://ir.aseglobal.com/c/ir_events_details.php?id=21458","","簡報檔內容與115年2月5日召開之法人說明會相同。","查詢"
"3714","富采","115/03/06","14:00","線上法說會","本公司2025年第四季財務結果及業務摘要。","371420260306M001.pdf","371420260306E001.pdf","https://www.ennostar.com/financial",同步收看網址：:https://www.ennostar.com/financial 法說會影音連結資訊:https://www.ennostar.com/financial ,"無。","查詢"
"3715","定穎投控","115/03/19","09:00","台北君悅酒店(臺北市信義區松壽路2號)","本公司受邀參加美銀證券所舉辦之2026 Asia Tech Conference","371520260314M001.pdf","371520260314E001.pdf","https://www.dynaholding.com/investment/index.html#s2","","無","查詢"
"3715","定穎投控","115/03/13","14:30","Webex線上會議","本公司受邀參加永豐金證券舉辦之線上法人說明會。","371520260314M001.pdf","371520260314E001.pdf","https://www.dynaholding.com/investment/index.html#s2",中文影音檔網址:3715_26_20260313_ch.mp4 ,"會議連結請報名索取：https://reurl.cc/EbAyEn","查詢"
"4441","振大環球","115/03/17","14:30","台北市大安區忠孝東路四段219號5樓","本公司受邀參加國泰證券舉辦之法人說明會","444120260317M001.pdf","444120260317E001.pdf","https://www.greatg.com.tw/investment.php","","無","查詢"
"4441","振大環球","115/03/19","14:30","台北市長安東路一段35號2樓","本公司受邀參加第一金證券舉辦之法人說明會","444120260317M001.pdf","444120260317E001.pdf","https://www.greatg.com.tw/investment.php","","無","查詢"
"4441","振大環球","115/03/03","09:30","台北市中山北路二段39巷3號4樓(台北晶華酒店)","本公司受邀參加元大證券2026年第一季投資論壇","444120260109M002.pdf","444120260109E002.pdf","https://www.greatg.com.tw/investment.php","","無","查詢"
"4536","拓凱","115/03/05","14:00","集思北科大會議中心
(台北市大安區忠孝東路三段1號二樓)","本公司受邀參加由凱基證券舉辦之2026Q1投資論壇","453620260304M001.pdf","453620260304E001.pdf","http://www.topkey.com.tw/www/_chinese/04_ir/01_detail_03_conference.php",法說會影音連結資訊:http://www.topkey.com.tw/www/_chinese/04_ir/01_detail_03.php?sid=7 ,"無","查詢"
"4551","智伸科","115/03/17","11:00","台北君悅酒店","本公司受邀參加Bank of America舉辦之「2026 Asia Tech Conference」，說明本公司營運狀況。","455120260316M001.pdf","455120260316E001.pdf","","","無","查詢"
"4551","智伸科","115/03/11","14:00","康和證券總公司B2大會議室(台北市信義區基隆路一段176號B2)","本公司受邀參加康和證券舉辦之法人說明會，說明本公司營運狀況。","455120260311M001.pdf","455120260311E001.pdf","",中文影音檔網址:4551_98_20260311_ch.mp4 ,"無","查詢"
"4571","鈞興-KY","115/03/16","14:30","台北市重慶南路一段2號19樓會議室(永豐金證券)","本公司受邀參加永豐金證券舉辦之法人座談會，說明公司營運回顧及業務展望","457120260316M001.pdf","457120260316E001.pdf","http://www.khgears.com/ft/gudong.php?id=25",中文影音檔網址:4571_30_20260316_ch.MP4 ,"無","查詢"
"4585","達明","115/03/18","10:00","台北君悅酒店","本公司受邀參加美林證券所舉辦之“2026 Asia Tech Conference”投資論壇就本公司目前之營運概況，作回顧及展望說明","458520260317M001.pdf","458520260317E001.pdf","https://www.tm-robot.com","","詳細資料請詳公開資訊觀測站及本公司網站。","查詢"
"4746","台耀","115/03/13","14:30","凱基證券總部(台北市明水路700號12樓)","受邀參加凱基證券舉辦之法人說明會，說明本公司114年第四季營運概況、財務及業務相關資訊。","474620260313M001.pdf","474620260313E001.pdf","https://www.formosalab.com/tw/activities",中文影音檔網址:4746_57_20260313_ch.mp4 ,"無","查詢"
"4766","南寶","115/03/19","14:30","線上法說會","本公司受邀參加由元大證券舉辦之線上法說會，說明本公司114年第4季之營運成果與展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","","","無","查詢"
"4770","上品","115/03/11","10:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加J.P.Morgan所舉辦之「Taiwan CEO-CFO Conference 2026」，說明本公司財務及業務相關資訊。","477020260311M001.pdf","477020260311E001.pdf","https://www.alliedsupreme.com/tw/investor/investor-2/investor-9","","無","查詢"
"4770","上品","115/03/12","13:30","台北遠東香格里拉飯店B1會議室","本公司受邀參加國泰證券所舉辦之投資論壇，說明本公司財務及業務相關資訊。","477020260312M001.pdf","477020260312E001.pdf","https://www.alliedsupreme.com/tw/investor/investor-2/investor-9","","無","查詢"
"4771","望隼","115/03/16","14:00","凱基證券大直大樓(台北市中山區明水路700號)","本公司受邀參加凱基證券舉辦之法人說明會，說明公司營運概況。","477120260316M001.pdf","477120260316E001.pdf","https://www.vizionfocus.com/investor-shareholders4_page.html",中文影音檔網址:4771_15_20260316_ch.mp4 ,"相關資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱","查詢"
"4904","遠傳","115/03/11","10:00","台北君悅酒店","說明本公司114年度第4季營運與財務概況","490420260226M001.pdf","490420260226E001.pdf","https://corporate.fetnet.net","","無","查詢"
"4904","遠傳","115/03/19","14:00","台北市內湖區瑞光路468號會議室","說明本公司114年度第4季營運與財務概況","490420260226M001.pdf","490420260226E001.pdf","https://corporate.fetnet.net","","無","查詢"
"4915","致伸","115/03/19","10:00","台北君悅酒店","本公司受邀參加美銀證券所舉辦之 2026 Asia Tech Conference，說明營運成果及未來展望","491520260226M001.pdf","491520260226E001.pdf","https://www.primax.com.tw/investors/ir-activity/investor-meetings","","無","查詢"
"4930","燦星網","115/03/19","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上說明會，說明本公司財務及營運展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.starcomgistic.com/Web/Investors/SM_Vue.aspx",法說會影音連結資訊:未輸 ,"無","查詢"
"4938","和碩","115/03/11","14:00","電話會議","本公司應富邦證券之邀參加電話會議說明本公司4Q25營運概況","493820260311M001.pdf","493820260311E001.pdf","https://www.pegatroncorp.com/",中文影音檔網址:4938_127_20260311_ch.mp4 ,"本公司將於法人說明會當日公布營運說明會資料於公開資訊觀測站及公司網站","查詢"
"4958","臻鼎-KY","115/03/17","15:00","台北茹曦酒店(地址:台北市松山區敦化北路100號)","本公司受邀參加群益證券舉辦之1Q26投資論壇，說明PCB產業展望、公司營運績效相關資訊。","495820260312M003.pdf","495820260312E003.pdf","https://www.zdtco.com/tw/investor/events","","無","查詢"
"4958","臻鼎-KY","115/03/12","15:00","報名連結:https://www.zdtco.com/tw/investor/events","(1)2025年第4季暨全年營運概況說明
(2)Key Messages
(3)提問時間","495820260312M001.pdf","495820260312E001.pdf","https://www.zdtco.com/tw/investor/events",法說會影音連結資訊:https://youtu.be/WzSAtdA78Gk ,"請預先完成線上報名，會議以中文進行，也歡迎英文提問","查詢"
"4958","臻鼎-KY","115/03/18 至 115/03/19","09:00","台北君悅酒店(地址：台北市信義區松壽路2號)","本公司受邀參加美銀證券舉辦之 2026 Asia Tech Conference，說明PCB產業展望、公司營運績效相關資訊。","495820260312M002.pdf","495820260312E002.pdf","https://www.zdtco.com/tw/investor/events","","115/03/18(09:00~12:00), 115/03/19(09:00~17:00)。","查詢"
"4958","臻鼎-KY","115/03/13","10:00","台北晶華酒店(地址:台北市中山區中山北路二段39巷3號4樓)","本公司受邀參加華南永昌證券舉辦之2026春季論壇，說明PCB產業展望、公司營運績效相關資訊。","495820260312M003.pdf","495820260312E003.pdf","https://www.zdtco.com/tw/investor/events","","無","查詢"
"4958","臻鼎-KY","115/03/13","15:15","台北艾麗酒店(地址:台北市信義區松高路18號5樓)","本公司受邀參加中信證券舉辦之2026第一季前瞻論壇，說明PCB產業展望、公司營運績效相關資訊。","495820260312M002.pdf","495820260312E002.pdf","https://www.zdtco.com/tw/investor/events","","無","查詢"
"4960","誠美材","115/03/03","14:30","台北市忠孝東路二段95號13樓(兆豐證券1301會議室)","本公司受邀參加兆豐證券舉辦之法人說明會，會中將說明本公司營運成果及未來展望。","496020260303M001.pdf","496020260303E001.pdf","https://www.cmmt.com.tw/",法說會影音連結資訊:https://cloudspace.cmmt.com.tw/ ,"報名網址: https://forms.gle/9nVcg344cDJNjGmy8","查詢"
"4961","天鈺","115/03/05","09:00","北科大集思會議中心","本公司115/03/05受邀參加凱基證券舉辦之「第一季投資論壇」，會中就本公司2/25法說會已公開之財務數字、經營績效等相關資訊進行說明。","496120260225M001.pdf","496120260225E001.pdf","https://www.fitipower.com/investor/quarterly-reports","","無","查詢"
"4961","天鈺","115/03/18 至 115/03/20","09:00","台北君悅酒店","本公司115/3/18-115/3/20受邀參加BOFA Securities舉辦之「2026 Asia Tech Conference」，會中就本公司2/25法說會已公開之財務數字、經營績效等相關資訊進行說明。","496120260225M001.pdf","496120260225E001.pdf","https://www.fitipower.com/investor/quarterly-reports","","無","查詢"
"4961","天鈺","115/03/09 至 115/03/10","09:00","台北遠東香格里拉飯店","本公司115/3/9受邀參加Citi Securities舉辦之「Citi&#039;s 2026 Taiwan Corporate Day」，會中就本公司2/25法說會已公開之財務數字、經營績效等相關資訊進行說明。","496120260225M001.pdf","496120260225E001.pdf","https://www.fitipower.com/investor/quarterly-reports","","無","查詢"
"4968","立積","115/03/06","15:30","網路直播","立積電子(4968) 2025年第四季線上法人說明會","496820260306M001.pdf","496820260306E001.pdf","https://www.richwave.com.tw/zh/invest_sharholder_conference.aspx",同步收看網址：:https://www.zucast.com/webcast/tsxyNJpt 法說會影音連結資訊:https://www.zucast.com/webcast/tsxyNJpt ,"無。","查詢"
"4968","立積","115/03/19","09:00","台北君悅飯店","本公司115年3月19日受邀參加美林證券於台北舉辦之2026 Asia Tech Conference","496820260306M001.pdf","496820260306E001.pdf","https://www.richwave.com.tw/zh/invest_sharholder_conference.aspx","","無。","查詢"
"5244","弘凱","115/03/25","14:30","台證大樓B1F-福爾摩沙廳(台北市中山區建國北路一段96號B1樓)","本公司受邀參加台新證券舉辦之法人說明會，會中將說明公司營運成果及未來展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.brightek.com/TW/investor/performance/lists2.html#crumb",法說會影音連結資訊:未輸 ,"報名網址:https://reurl.cc/6GaObZ","查詢"
"5258","虹堡","115/03/12","14:30","台證大樓B1F【福爾摩沙廳】(台北市中山區建國北路一段96號B1F)","本公司受邀參加台新證券舉辦之法人說明會，說明本公司近期營運成果與未來展望。","525820260312M001.pdf","525820260312E001.pdf","https://reurl.cc/NQj6ZQ",法說會影音連結資訊:未輸 ,"無","查詢"
"5306","桂盟","115/03/13","14:00","線上會議","本公司受邀參加凱基證券舉辦投資人線上會議","530620260312M002.pdf","530620260312E002.pdf","http://www.kmc-international.com/","","無","查詢"
"5388","中磊","115/03/17","08:30","Grand Hyatt Hong Kong","本公司受邀參加Jefferies舉辦之Jefferies Asia Forum","538820260312M003.pdf","538820260312E003.pdf","http://www.sercomm.com","","無。","查詢"
"5388","中磊","115/03/19","09:00","台北君悅酒店","本公司受邀參加美銀證券舉辦之2026 Asia Tech Conference投資論壇","538820260312M002.pdf","538820260312E002.pdf","http://www.sercomm.com","","無。","查詢"
"5388","中磊","115/03/10","14:30","台北遠東香格里拉/2F香格里拉宴會廳(台北市敦化南路二段201號)","公佈本公司2025年第四季營運成果及市場展望","538820260312M001.pdf","538820260312E001.pdf","http://www.sercomm.com",中文影音檔網址:5388_130_20260310_ch.MP4 ,"無","查詢"
"5471","松翰","115/03/12","15:30","宏遠證券(台北市信義路四段236號7樓)","本公司受邀參加宏遠證券舉辦之法人座談會，報告本公司營運狀況。","547120260311M001.pdf","547120260311E001.pdf","https://www.sonix.com.tw/article-tw-181-6645",中文影音檔網址:5471_87_20260312_ch.mp4 ,"無","查詢"
"5522","遠雄","115/03/11","14:00","台北市大安區仁愛路四段169號15樓","本公司受邀參加富邦證券舉辦之法說會","552220260310M001.pdf","552220260310E001.pdf","https://www.farglory-land.com.tw/investors/#Shareholders-Meeting",中文影音檔網址:5522_80_20260311_ch.mp4 ,"無","查詢"
"5871","中租-KY","115/03/10","10:00","台北","報告公司財務業務狀況及經營績效","587120260309M001.pdf","587120260309E001.pdf","https://www.chaileaseholding.com/en/InvestorRelations/InvestorArea#secondTab","","無","查詢"
"5871","中租-KY","115/03/09","14:30","台北","報告公司財務業務狀況及經營績效","587120260309M002.pdf","587120260309E002.pdf","https://www.chaileaseholding.com/en/InvestorRelations/InvestorArea#secondTab",同步收看網址：:https://www.zucast.com/webcast/BxFSV0LZ 法說會影音連結資訊:https://www.zucast.com/webcast/BxFSV0LZ ,"無","查詢"
"5871","中租-KY","115/03/09","17:30","線上","報告公司財務業務狀況及經營績效","587120260309M001.pdf","587120260309E001.pdf","https://www.chaileaseholding.com/en/InvestorRelations/InvestorArea#secondTab",同步收看網址：:https://www.zucast.com/webcast/I4meREYu 法說會影音連結資訊:https://www.zucast.com/webcast/I4meREYu ,"無","查詢"
"5871","中租-KY","115/03/17 至 115/03/18","14:00","台北","報告公司財務業務狀況及經營績效","587120260309M001.pdf","587120260309E001.pdf","https://www.chaileaseholding.com/en/InvestorRelations/InvestorArea#secondTab","","無","查詢"
"5871","中租-KY","115/03/12","09:00","台北","報告公司財務業務狀況及經營績效","587120260309M001.pdf","587120260309E001.pdf","https://www.chaileaseholding.com/en/InvestorRelations/InvestorArea#secondTab","","無","查詢"
"5880","合庫金","115/03/19","14:30","網路，連結網址詳如本公司投資人關係專區項下活動訊息。","公佈本公司2025年第4季營運及財務概況","588020260319M001.pdf","588020260319E001.pdf","https://www.tcfhc.com.tw/investors-relations/event/2025",法說會影音連結資訊:未輸 ,"無","查詢"
"6112","邁達特","115/03/12","14:00","線上法人說明會","本公司114年第四季財務結果及業務摘要","611220260312M002.pdf","611220260312E002.pdf","https://www.metaage.com.tw/investor_relations/investors_conference",中文影音檔網址:6112_24_20260312_ch.mp4 ,"無。","查詢"
"6176","瑞儀","115/03/18","17:00","台北君悅酒店","營運報告","617620260317M001.pdf","617620260317E001.pdf","","","無。","查詢"
"6206","飛捷","115/03/18","10:00","台北君悅酒店","本公司受邀參加美林證券 Bofa 2026 Asia Tech Conference 投資論壇","620620260318M001.pdf","620620260318E001.pdf","","","無","查詢"
"6213","聯茂","115/03/10","09:00","台北香格里拉遠東國際大飯店(台北市敦化南路二段201號)","本公司將於2026/3/10參加花旗證券舉辦之Citi 2026 March Corporate Day，就本公司已公布之經營績效等相關資訊做說明。","621320260309M001.pdf","621320260309E001.pdf","https://www.iteqcorp.com","","無","查詢"
"6213","聯茂","115/03/12","11:00","台北君悅酒店 (台北市信義區松壽路2號)","本公司將於2026/03/12參加摩根大通舉辦之&quot;Taiwan CEO-CFO Conference&quot;，就本公司已公布之經營績效等相關資訊做說明。","621320260309M001.pdf","621320260309E001.pdf","http://www.iteqcorp.com","","無","查詢"
"6213","聯茂","115/03/18","11:00","台北君悅酒店 (台北市信義區松壽路2號)","本公司將於2026/03/18參加美銀證券 2026 Asia Tech Conference，就本公司已公之經營績效等相關資訊做說明。","621320260309M001.pdf","621320260309E001.pdf","https://www.iteqcorp.com","","無","查詢"
"6214","精誠","115/03/18","15:00","線上法人說明會","本公司受邀參加元大證券舉辦之線上法人說明會，報告公司營運現況與未來展望。","621420260318M001.pdf","621420260318E001.pdf","https://tw.systex.com/investors_financial/",法說會影音連結資訊:https://www.youtube.com/watch?v=J_SqzbNgIpo ,"相關資訊請洽元大證券經紀法人部 黃先生(02)2717-7777#5690","查詢"
"6239","力成","115/03/12","09:00","台北君悅酒店","本公司受邀參加摩根大通證券舉辦之「Taiwan CEO-CFO Conference」。","623920260127M001.pdf","623920260127E001.pdf","","","無","查詢"
"6269","台郡","115/03/10","16:00","採Webex線上會議方式舉行","(1)本公司受邀參加凱基證券舉辦之法人說明會，說明本公司114年第4季營運成果。 
(2)會議報名網址：https://pse.is/8ryq9l 
(3)活動諮詢：凱基證券 鄭小姐，電話：02-2181-8167，E-mail：janice.cheng@kgi.com。","626920260310M001.pdf","626920260310E001.pdf","https://www.flexium.com.tw/InvestorSubFour/Past?lang=zh-tw",法說會影音連結資訊:https://www.flexium.com.tw/InvestorSubFour/Past?lang=zh-tw ,"法說會相關訊息可至本公司官網查閱。","查詢"
"6271","同欣電","115/03/10","09:00","台北市遠東飯店","向法人說明產業狀況與本公司經營績效。","627120260225M001.pdf","627120260225E001.pdf","","","無","查詢"
"6271","同欣電","115/03/10","15:30","台北市大安區信義路四段236號4樓","向法人說明產業狀況與本公司經營績效","627120260225M001.pdf","627120260225E001.pdf","","","無","查詢"
"6271","同欣電","115/03/19","09:00","台北市君悅飯店","向法人說明產業狀況與本公司經營績效","627120260225M001.pdf","627120260225E001.pdf","","","無","查詢"
"6277","宏正","115/03/26","14:00","線上法說會","說明本公司114年度第4季營運與財務狀況","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.aten.com/tw/zh/aten-info/investor-relations/investor-event/",同步收看網址：:https://www.zucast.com/event/YisI5EcM/subscribe/create?openExternalBrowser=1 法說會影音連結資訊:未輸 ,"無","查詢"
"6282","康舒","115/03/12","15:00","國票證券(臺北市松山區南京東路五段188號15樓會議室)","受邀參加國票證券舉辦之法人說明會","628220260312M001.pdf","628220260312E001.pdf","https://www.acbel.com/investor-event",中文影音檔網址:6282_54_20260312_ch.MP4 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"6285","啟碁","115/03/09 至 115/03/10","10:00","台北遠東香格里拉","本公司受花旗證券邀請參加「 Citi 2026 March Corporate Day」，主要內容為公司營運概況","628520260306M001.pdf","628520260306E001.pdf","https://www.wnc.com.tw","","無","查詢"
"6285","啟碁","115/03/19 至 115/03/20","10:00","台北君悅酒店","本公司受BofA Securities邀請參加「2026 Asia Tech Conference」，主要內容為公司營運概況","628520260311M001.pdf","628520260311E001.pdf","https://www.wnc.com.tw","","無","查詢"
"6285","啟碁","115/03/13","13:30","台北艾麗酒店","本公司受中國信託證券邀請參加中信證券2026第一季前瞻論壇，主要內容為公司營運概況","628520260311M001.pdf","628520260311E001.pdf","https://www.wnc.com.tw","","無","查詢"
"6285","啟碁","115/03/12","14:00","台北晶華酒店","本公司受台新證券邀請參加台新2026年第一季全球投資論壇，主要內容為公司營運概況","628520260311M001.pdf","628520260311E001.pdf","https://www.wnc.com.tw","","無","查詢"
"6409","旭隼","115/03/09","14:00","臺北遠東香格里拉
106台北市大安區敦化南路二段201號","本公司受邀參加花旗證券所舉辦之『Citi 2026 March Corporate Day』，會中介紹公司之營運與財務狀況。","640920260306M001.pdf","640920260306E001.pdf","","","無","查詢"
"6409","旭隼","115/03/13","14:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加 J.P. Morgan 所舉辦之『Taiwan CEO-CFO Conference』，會中介紹公司之營運與財務狀況。","640920260306M001.pdf","640920260306E001.pdf","","","無","查詢"
"6409","旭隼","115/03/20","14:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加 BofA 所舉辦之『2026 Asia Tech Conference』，會中介紹公司之營運與財務狀況。","640920260306M001.pdf","640920260306E001.pdf","","","無","查詢"
"6412","群電","115/03/10","10:00","台北遠東香格里拉飯店，台北市大安區敦化南路二段201號","本公司受邀參加花旗證券台灣產業論壇，會中就本公司已公開發布之營運及財務業務狀況向投資人說明。","641220260304M001.pdf","641220260304E001.pdf","https://www.chiconypower.com/zh-tw/investor/message","","無","查詢"
"6412","群電","115/03/17","10:00","君悅飯店，台北市信義區松壽路2號","本公司受邀參加美銀證券舉辦之2026 Asia Tech Conference，會中就本公司已公開發布之營運及財務業務狀況向投資人說明。","641220260304M001.pdf","641220260304E001.pdf","https://www.chiconypower.com/zh-tw/investor/message","","無","查詢"
"6412","群電","115/03/04","15:00","台北市大安區信義路四段236號7樓","本公司受邀參加宏遠證券舉辦之法說會，說明本公司2025年第4季營運成果。","641220260304M001.pdf","641220260304E001.pdf","https://www.chiconypower.com/zh-tw/investor/message","","無","查詢"
"6414","樺漢","115/03/30","14:30","富邦國際會議中心 
(地址:台北市敦化南路一段108號B2)","本公司受邀參加富邦證券舉辦之第四季法人說明會，說明本公司營運成果及未來展望","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.ennoconn.com/ir-calendar/","","無","查詢"
"6415","矽力*-KY","115/03/12","14:30","電話會議。","本公司受邀參加UBS所舉辦之線上法說會，說明2025年第四季營運及業務狀況。
投資人或分析師可透過以下連結參加：https://openexc.zoom.us/webinar/register/WN_lRVKubKdRZahtBP1jRIBfg#/registration","641520260312M001.pdf","641520260312E001.pdf","https://www.silergy.com/zh/news/investors",法說會影音連結資訊:https://view.knowledgevision.com/presentation/b8ddd7cf1c54414aae1ca4b0da589916 ,"無","查詢"
"6415","矽力*-KY","115/03/17 至 115/03/19","10:00","台北君悅飯店","本公司受邀參加BofA所舉辦之「2026 Asia Tech Conference」，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。","641520260312M002.pdf","641520260312E002.pdf","https://www.silergy.com/zh/news/investors","","無","查詢"
"6415","矽力*-KY","115/03/13","09:00","台北君悅飯店","本公司受邀參加JP Morgan所舉辦之法人說明會，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。","641520260312M002.pdf","641520260312E002.pdf","https://www.silergy.com/zh/news/investors",法說會影音連結資訊:未輸 ,"無","查詢"
"6438","迅得","115/03/19","14:30","敦南摩天大樓11樓（台北市敦化南路二段97號11樓）","本公司受邀參加台新證券2026年第一季投資論壇，會中就已公開發佈之財務數字、經營績效等相關資訊做說明。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","",法說會影音連結資訊:未輸 ,"無","查詢"
"6442","光聖","115/03/12","15:15","台北晶華酒店(台北市中山北路二段39巷3號)","受邀參加台新第一季全球投資論壇","644220260311M001.pdf","644220260311E001.pdf","",法說會影音連結資訊:https://youtu.be/ZMKT7izubCw ,"無","查詢"
"6442","光聖","115/03/13","14:00","台北晶華酒店(台北市中山北路二段39巷3號)","受邀參加華南永昌春季產業趨勢暨企業論壇","644220260311M002.pdf","644220260311E002.pdf","",法說會影音連結資訊:https://youtu.be/w5b36jT-W4s ,"無","查詢"
"6446","藥華藥","115/03/03","14:30","台北市信義區菸廠路88號6樓（台北文創大樓）","本公司受邀參加富邦證券舉辦之法人說明會，說明本公司之營運概況。","644620260303M001.pdf","644620260303E001.pdf","","","無。","查詢"
"6456","GIS-KY","115/03/20","14:00","線上會議","本公司將受邀參加福邦證券舉辦之線上法人說明會，會中將就2025年第四季財務數字等相關資訊做說明。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.gis-touch.com/c/ir_events.php",法說會影音連結資訊:未輸 ,"本次法說會影音資訊於當日會後上傳。","查詢"
"6472","保瑞","115/03/06","13:30","台北君悅酒店(地址:台北市信義區松壽路2號)","本公司受邀參加富邦證券舉辦之法人說明會，說明本公司營運概況","647220251113M001.pdf","647220251113E001.pdf","https://reurl.cc/1XdxOX","","無","查詢"
